Unnamed: 0,Player Name,Salary,Position,Age,Team,GP,MP,FG,FGA,FG%,3P,3PA,3,2P,2PA,2,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Total Minutes
273.0,Keon Johnson,2681040.0,SG,20.0,POR,40.0,10.4,1.7,4.5,0.376,0.7,2.0,0.346,1.0,2.4,0.402,0.7,1.0,0.659,0.3,0.8,1.1,1.5,0.5,0.2,1.1,4.7,416.0
274.0,Charles Bassey,2674742.0,C,22.0,SAS,35.0,14.5,2.5,3.9,0.644,0.1,0.2,0.375,2.4,3.6,0.661,0.6,1.1,0.595,2.1,3.4,5.5,1.3,0.5,0.9,1.2,5.7,508.0
275.0,Matthew Dellavedova,2628597.0,PG,32.0,SAC,32.0,6.7,0.5,1.6,0.34,0.3,0.8,0.333,0.3,0.7,0.348,0.1,0.2,0.571,0.0,0.4,0.4,1.3,0.2,0.0,0.3,1.5,213.0
276.0,Trey Lyles,2625000.0,PF,27.0,SAC,74.0,16.9,2.5,5.5,0.458,1.2,3.2,0.363,1.4,2.3,0.595,1.4,1.7,0.815,0.9,3.1,4.1,0.9,0.4,0.4,0.9,7.6,1247.0
277.0,Zeke Nnaji,2617800.0,PF,22.0,DEN,53.0,13.7,2.1,3.7,0.561,0.3,1.2,0.262,1.8,2.5,0.71,0.8,1.2,0.645,1.2,1.4,2.6,0.3,0.3,0.4,0.6,5.2,728.0
278.0,David Roddy,2588640.0,PF,21.0,MEM,70.0,18.0,2.6,6.0,0.429,0.9,3.0,0.307,1.6,3.0,0.553,0.6,0.9,0.631,0.7,2.0,2.8,0.8,0.4,0.3,0.8,6.7,1258.0
279.0,Isaiah Jackson,2573760.0,C,21.0,IND,63.0,16.5,2.8,5.0,0.563,0.0,0.2,0.143,2.8,4.8,0.582,1.5,2.3,0.651,1.8,2.7,4.5,0.8,0.5,1.5,0.8,7.2,1042.0
280.0,MarJon Beauchamp,2485200.0,SF,22.0,MIL,52.0,13.5,1.8,4.7,0.395,0.9,2.7,0.331,0.9,1.9,0.485,0.5,0.7,0.73,0.7,1.5,2.2,0.7,0.4,0.1,0.9,5.1,701.0
281.0,Usman Garuba,2471160.0,C,20.0,HOU,75.0,12.9,1.1,2.4,0.486,0.3,0.8,0.407,0.8,1.6,0.525,0.4,0.6,0.617,1.6,2.5,4.1,0.9,0.6,0.4,0.6,3.0,970.0
282.0,Raul Neto,2463490.0,PG,30.0,CLE,48.0,10.5,1.2,2.3,0.518,0.3,0.9,0.286,0.9,1.4,0.662,0.6,0.7,0.912,0.2,0.8,1.0,1.6,0.4,0.1,0.5,3.3,505.0
283.0,Frank Kaminsky,2463490.0,C,29.0,HOU/ATL,36.0,6.5,0.9,1.8,0.492,0.4,0.9,0.394,0.5,0.8,0.6,0.4,0.4,0.875,0.2,1.3,1.4,0.9,0.2,0.1,0.3,2.5,235.0
284.0,Montrezl Harrell,2463490.0,C,29.0,PHI,57.0,11.9,2.2,3.7,0.598,0.0,0.1,0.0,2.2,3.6,0.616,1.2,1.8,0.693,1.2,1.6,2.8,0.6,0.3,0.4,0.6,5.6,681.0
285.0,Blake Wesley,2385480.0,SG,19.0,SAS,37.0,18.1,1.9,5.8,0.321,0.5,1.4,0.385,1.3,4.4,0.301,0.7,1.2,0.591,0.3,1.9,2.2,2.7,0.7,0.1,1.8,5.0,669.0
286.0,Josh Christopher,2372160.0,SG,21.0,HOU,64.0,12.3,2.4,5.1,0.465,0.3,1.4,0.236,2.1,3.8,0.55,0.7,0.9,0.75,0.3,0.8,1.1,1.1,0.5,0.2,0.9,5.8,786.0
287.0,Isaiah Roby,2330681.0,PF,24.0,SAS,42.0,11.3,1.6,3.7,0.432,0.4,1.4,0.3,1.2,2.3,0.516,0.5,1.0,0.488,0.5,2.0,2.5,0.9,0.4,0.2,0.7,4.1,474.0
288.0,Lindy Waters III,2316876.0,SG,25.0,OKC,41.0,13.0,1.7,4.3,0.393,1.4,4.0,0.358,0.3,0.4,0.75,0.4,0.5,0.8,0.4,1.4,1.8,0.7,0.3,0.3,0.2,5.2,531.0
289.0,Immanuel Quickley,2316240.0,SG,23.0,NYK,81.0,28.9,5.2,11.6,0.448,2.1,5.6,0.37,3.1,6.0,0.521,2.5,3.1,0.819,0.7,3.4,4.2,3.4,1.0,0.2,1.2,14.9,2344.0
290.0,John Konchar,2300000.0,SF,26.0,MEM,72.0,20.8,1.9,4.4,0.431,0.8,2.5,0.339,1.1,2.0,0.545,0.4,0.5,0.778,0.9,3.4,4.3,1.4,1.1,0.3,0.5,5.1,1494.0
291.0,Rodney McGruder,2298385.0,SG,31.0,DET,32.0,16.4,1.9,4.8,0.408,1.3,3.0,0.423,0.7,1.7,0.382,0.6,0.7,0.818,0.6,1.7,2.3,0.9,0.5,0.0,0.3,5.7,524.0
292.0,Bryn Forbes,2298385.0,SG,29.0,MIN,25.0,10.7,1.2,3.3,0.361,0.6,1.8,0.304,0.6,1.5,0.432,0.6,0.6,1.0,0.2,0.4,0.6,0.7,0.3,0.1,0.5,3.6,268.0
293.0,Damian Jones,2298385.0,C,27.0,LAL/UTA,41.0,11.6,1.3,2.1,0.64,0.2,0.4,0.588,1.1,1.7,0.652,0.5,0.7,0.759,1.0,2.0,3.0,0.4,0.2,0.5,0.6,3.5,477.0
294.0,Quentin Grimes,2277000.0,SG,22.0,NYK,71.0,29.9,4.0,8.5,0.468,2.2,5.7,0.386,1.8,2.7,0.641,1.1,1.4,0.796,0.7,2.5,3.2,2.1,0.7,0.4,1.0,11.3,2121.0
295.0,Saben Lee,2266640.0,PG,23.0,PHI/PHO,25.0,14.9,2.0,4.8,0.405,0.4,1.2,0.367,1.5,3.6,0.418,1.7,2.3,0.737,0.5,1.3,1.8,2.7,0.8,0.0,1.0,6.0,373.0
296.0,Andrew Nembhard,2244111.0,SG,23.0,IND,75.0,27.6,3.8,8.6,0.441,1.2,3.5,0.35,2.6,5.1,0.504,0.7,0.8,0.79,0.5,2.2,2.7,4.5,0.9,0.2,1.7,9.5,2073.0
297.0,Payton Pritchard,2239200.0,PG,25.0,BOS,48.0,13.4,2.1,5.1,0.412,1.2,3.2,0.364,0.9,1.9,0.495,0.3,0.3,0.75,0.5,1.3,1.8,1.3,0.3,0.0,0.8,5.6,643.0
298.0,Bones Hyland,2201520.0,PG,22.0,DEN/LAC,56.0,19.4,4.1,10.2,0.399,2.1,5.6,0.371,2.0,4.6,0.434,1.5,1.8,0.843,0.4,2.1,2.4,3.1,0.7,0.3,1.5,11.8,1085.0
299.0,Bol Bol,2200000.0,PF,23.0,ORL,70.0,21.5,3.7,6.8,0.546,0.4,1.6,0.265,3.3,5.2,0.633,1.2,1.5,0.759,1.0,4.8,5.8,1.0,0.4,1.2,1.6,9.1,1505.0
300.0,Peyton Watson,2193960.0,SG,20.0,DEN,23.0,8.1,1.3,2.6,0.492,0.3,0.6,0.429,1.0,2.0,0.511,0.5,0.9,0.55,0.3,1.3,1.6,0.5,0.1,0.5,0.3,3.3,186.0
301.0,Udoka Azubuike,2174880.0,C,23.0,UTA,36.0,10.0,1.6,2.0,0.819,0.0,0.0,,1.6,2.0,0.819,0.2,0.6,0.35,0.9,2.4,3.3,0.3,0.2,0.4,0.5,3.5,359.0
302.0,Jaden McDaniels,2161440.0,SF,22.0,MIN,79.0,30.6,4.7,9.1,0.517,1.4,3.4,0.398,3.3,5.7,0.588,1.3,1.8,0.736,1.2,2.7,3.9,1.9,0.9,1.0,1.4,12.1,2416.0
303.0,Jordan McLaughlin,2160000.0,PG,26.0,MIN,43.0,15.8,1.4,3.4,0.421,0.6,1.8,0.308,0.9,1.6,0.552,0.3,0.4,0.833,0.3,1.1,1.4,3.4,0.7,0.1,0.8,3.7,678.0
304.0,Malachi Flynn,2145720.0,PG,24.0,TOR,53.0,13.0,1.6,4.6,0.36,0.9,2.5,0.353,0.8,2.1,0.367,0.5,0.6,0.758,0.3,1.2,1.4,1.3,0.4,0.1,0.5,4.6,691.0
305.0,Cam Thomas,2138160.0,SG,21.0,BRK,57.0,16.6,3.5,8.0,0.441,0.9,2.3,0.383,2.6,5.7,0.464,2.6,3.1,0.868,0.1,1.5,1.7,1.4,0.4,0.1,1.1,10.6,948.0
306.0,Luke Kornet,2133278.0,C,27.0,BOS,69.0,11.7,1.6,2.5,0.665,0.0,0.2,0.231,1.6,2.3,0.701,0.5,0.6,0.821,1.2,1.6,2.9,0.8,0.2,0.7,0.4,3.8,804.0
307.0,Damion Lee,2133278.0,SG,30.0,PHO,74.0,20.4,2.7,6.1,0.442,1.5,3.3,0.445,1.2,2.8,0.439,1.3,1.4,0.904,0.5,2.5,3.0,1.3,0.4,0.1,1.1,8.2,1506.0
308.0,Juan Toscano-Anderson,2133278.0,SF,29.0,LAL/UTA,52.0,13.5,1.2,2.8,0.448,0.2,0.8,0.186,1.1,1.9,0.56,0.4,0.5,0.792,0.5,1.8,2.4,1.3,0.3,0.2,0.7,3.0,700.0
309.0,Desmond Bane,2130240.0,SG,24.0,MEM,58.0,31.7,7.8,16.2,0.479,2.9,7.0,0.408,4.9,9.2,0.534,3.1,3.5,0.883,0.7,4.3,5.0,4.4,1.0,0.4,2.2,21.5,1841.0
310.0,Jaden Springer,2125200.0,SG,20.0,PHI,16.0,5.6,1.1,2.2,0.486,0.1,0.3,0.4,0.9,1.9,0.5,0.4,0.5,0.75,0.4,0.5,0.9,0.5,0.4,0.2,0.2,2.6,89.0
